outlet_id,outlet_name,jurisdiction,field,proposed_value,reason,source_value,institutional_form,eligibility_status,verification_notes
TN007,La Prensa Latina,Tennessee,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Spanish-language Memphis newspaper | Retain candidate; avoid treating as active without current evidence.,Spanish-language Memphis newspaper,pending_verification,Retain candidate; avoid treating as active without current evidence.
TN003,Latino News Tennessee,Tennessee,record_type,unclear,no deterministic record-type rule matched,U.S.,Spanish-language digital news outlet,U.S.,verified_include_mixed_format
TN003,Latino News Tennessee,Tennessee,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language digital news outlet,Spanish-language digital news outlet,U.S.,verified_include_mixed_format
TN003,Latino News Tennessee,Tennessee,media_format,unclear,no clear primary format found,Spanish-language digital news outlet,Spanish-language digital news outlet,U.S.,verified_include_mixed_format
TN003,Latino News Tennessee,Tennessee,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Spanish-language digital news outlet | U.S. | verified_include_mixed_format,Spanish-language digital news outlet,U.S.,verified_include_mixed_format
TN003,Latino News Tennessee,Tennessee,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Spanish-language digital news outlet | verified_include_mixed_format,Spanish-language digital news outlet,U.S.,verified_include_mixed_format
TN001,Memphis Noticias,Tennessee,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,independent Spanish-language digital newsroom,independent Spanish-language digital newsroom,verified_include,Excellent core immigrant-serving newsroom.
TN001,Memphis Noticias,Tennessee,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Memphis / West Tennessee | Tennessee,independent Spanish-language digital newsroom,verified_include,Excellent core immigrant-serving newsroom.
TN002,Nashville Noticias,Tennessee,media_format,unclear,no clear primary format found,Spanish-language digital local-news outlet,Spanish-language digital local-news outlet,verified_include,Strong current local Spanish-language case.
TN002,Nashville Noticias,Tennessee,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Nashville / Middle Tennessee | Tennessee,Spanish-language digital local-news outlet,verified_include,Strong current local Spanish-language case.
TN004,Que Pasa Nashville,Tennessee,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,hosted Hispanic-community public-affairs program on NewsChannel 5+,hosted Hispanic-community public-affairs program on NewsChannel 5+,verified_include_hosted_program,Strong hosted-program case.
TN004,Que Pasa Nashville,Tennessee,media_format,unclear,no clear primary format found,hosted Hispanic-community public-affairs program on NewsChannel 5+,hosted Hispanic-community public-affairs program on NewsChannel 5+,verified_include_hosted_program,Strong hosted-program case.
TN004,Que Pasa Nashville,Tennessee,language_model,unclear,language output structure not explicit enough for deterministic coding,hosted Hispanic-community public-affairs program on NewsChannel 5+ | current 2026 weekly broadcasts; interviews community leaders and organizations about opportunities and challenges facing Hispanic community,hosted Hispanic-community public-affairs program on NewsChannel 5+,verified_include_hosted_program,Strong hosted-program case.
TN004,Que Pasa Nashville,Tennessee,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Nashville / Middle Tennessee | Tennessee,hosted Hispanic-community public-affairs program on NewsChannel 5+,verified_include_hosted_program,Strong hosted-program case.
TX030,African community media Houston candidate,Texas,record_type,unclear,boundary/pending record requires manual record-type decision,hold_unresolved,unresolved African-diaspora media candidate,hold_unresolved,Replace placeholder with named outlet(s) in a dedicated African-diaspora discovery pass.
TX030,African community media Houston candidate,Texas,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,unresolved African-diaspora media candidate,unresolved African-diaspora media candidate,hold_unresolved,Replace placeholder with named outlet(s) in a dedicated African-diaspora discovery pass.
TX030,African community media Houston candidate,Texas,media_format,unclear,no clear primary format found,unresolved African-diaspora media candidate,unresolved African-diaspora media candidate,hold_unresolved,Replace placeholder with named outlet(s) in a dedicated African-diaspora discovery pass.
TX030,African community media Houston candidate,Texas,language_model,unclear,language output structure not explicit enough for deterministic coding,"unresolved African-diaspora media candidate | Houston ethnic-media ecosystem includes West African outlets, but this placeholder does not identify one distinct organization",unresolved African-diaspora media candidate,hold_unresolved,Replace placeholder with named outlet(s) in a dedicated African-diaspora discovery pass.
TX030,African community media Houston candidate,Texas,geographic_scope,transnational_or_diaspora,transnational/diaspora reach indicated; verify principal service geography,Houston | Texas,unresolved African-diaspora media candidate,hold_unresolved,Replace placeholder with named outlet(s) in a dedicated African-diaspora discovery pass.
TX030,African community media Houston candidate,Texas,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,unresolved African-diaspora media candidate | hold_unresolved | Replace placeholder with named outlet(s) in a dedicated African-diaspora discovery pass.,unresolved African-diaspora media candidate,hold_unresolved,Replace placeholder with named outlet(s) in a dedicated African-diaspora discovery pass.
